IR_DataTiming[100], 215,
IR_DataTiming[101], 504,
IR_DataTiming[102], 550,
IR_DataTiming[103], 508,
IR_DataTiming[104], 556,
IR_DataTiming[105], 1567,
IR_DataTiming[106], 627,
IR_DataTiming[107], 475,
IR_DataTiming[108], 662,
IR_DataTiming[109], 1552,
IR_DataTiming[110], 662,
IR_DataTiming[111], 260,
IR_DataTiming[112], 880,
IR_DataTiming[113], 180,
IR_DataTiming[114], 556,
IR_DataTiming[115], 502,
IR_DataTiming[116], 552,
IR_DataTiming[117], 520,
IR_DataTiming[118], 545,
IR_DataTiming[119], 1665,
